DATE;HEURE;NO;NO2;PM10;PM25;CO2;TEMP;HUMI
14/04/2015;18:00;65;95;111;47;752;25;34,7
14/04/2015;19:00;78;95;165;75;719;25;34
14/04/2015;2:00;17;84;47;27;384;22,5;36,8
15/04/2015;3:00;7;73;37;19;380;22,3;37,9
15/04/2015;10:00;179;100;101;39;566;23,4;36,8
15/04/2015;16:00;65;100;135;67;586;24,9;34,8
15/04/2015;20:00;79;118;96;42;557;25,1;30,7
15/04/2015;2:00;97;115;44;31;404;23,9;32,1
16/04/2015;5:00;81;101;27;18;424;23;35,3
16/04/2015;6:00;96;89;115;64;465;23;37,4
16/04/2015;16:00;67;96;124;58;676;25;31,8
16/04/2015;17:00;70;91;173;84;790;25,4;32,7
16/04/2015;22:00;44;96;87;41;532;24,6;31,9
16/04/2015;1:00;17;80;105;59;441;24,1;35,2
17/04/2015;16:00;49;62;99;47;674;24,7;37,1
17/04/2015;18:00;46;61;122;48;782;24,9;34,7
17/04/2015;20:00;45;64;85;33;624;24,3;28,7
17/04/2015;23:00;11;61;73;38;492;23,6;26,5
18/04/2015;3:00;<2;38;27;23;405;22,7;26,9
18/04/2015;6:00;4;41;45;27;437;22,3;28,3
18/04/2015;9:00;26;54;60;26;486;22,4;26,7
19/04/2015;10:00;12;56;82;37;458;21,6;24,5
19/04/2015;23:00;3;55;69;33;439;22,2;29,5
20/04/2015;12:00;57;77;101;49;549;22,5;28,4
20/04/2015;13:00;32;81;95;44;554;22,8;26,6
21/04/2015;11:00;77;69;147;66;526;22,6;34
21/04/2015;15:00;33;88;111;46;575;23,9;30,1
21/04/2015;21:00;24;77;160;75;496;24,2;33,1
21/04/2015;22:00;10;68;104;42;454;23,7;31,3
21/04/2015;0:00;8;59;86;43;431;23,4;35,6
22/04/2015;5:00;72;43;47;22;417;21,9;34,8
22/04/2015;6:00;28;46;89;43;445;22,3;34
22/04/2015;17:00;34;77;140;64;688;24,5;28,4
22/04/2015;19:00;41;75;165;76;716;24,7;30,2
22/04/2015;21:00;15;69;135;63;481;23,9;30,4
22/04/2015;22:00;8;64;68;33;444;23,3;31,3
22/04/2015;23:00;8;61;64;27;455;23,2;31,6
23/04/2015;10:00;120;69;114;50;537;22,3;34,3
23/04/2015;17:00;45;78;279;141;688;24,8;29,5
23/04/2015;21:00;57;100;190;88;524;24,3;26,4
24/04/2015;8:00;258;95;183;94;683;23;35,8
24/04/2015;13:00;ND;ND;ND;ND;ND;24,2;43,8
24/04/2015;16:00;26;66;173;82;644;24,7;44,8
24/04/2015;17:00;22;69;137;61;713;24,9;44,3
24/04/2015;21:00;23;67;143;71;513;24,3;44,6
24/04/2015;22:00;10;62;95;44;496;24;43,7
24/04/2015;23:00;12;65;83;39;504;24;43,8
25/04/2015;3:00;<2;40;20;17;402;22,8;48,8
25/04/2015;4:00;3;44;22;19;407;23,4;49,3
25/04/2015;9:00;13;59;71;33;482;23;45,1
25/04/2015;12:00;14;63;90;37;526;23,4;43,8
25/04/2015;19:00;27;69;111;61;588;24;44,6
26/04/2015;7:00;3;40;52;27;426;22,5;45,9
26/04/2015;11:00;13;51;83;44;455;22,9;48,4
26/04/2015;13:00;14;57;88;44;468;23;47,4
26/04/2015;15:00;30;65;115;61;480;22,9;50,6
27/04/2015;7:00;18;47;50;29;480;21,5;43,8
27/04/2015;12:00;44;56;67;28;526;21,9;32,6
27/04/2015;17:00;38;57;91;45;669;22,7;29,1
27/04/2015;23:00;5;49;83;39;446;21,8;28,5
27/04/2015;0:00;4;43;93;43;426;21,7;29,6
28/04/2015;4:00;<2;25;47;14;409;21,1;31,1
28/04/2015;10:00;66;58;146;87;540;21,3;32,8
28/04/2015;16:00;38;65;114;57;576;22,1;26,7
28/04/2015;0:00;20;63;67;33;449;21,5;27,7
29/04/2015;3:00;3;36;26;7;406;21,2;29,8
29/04/2015;4:00;4;38;29;17;416;20,6;30
29/04/2015;6:00;55;54;62;31;469;20,9;32,4
29/04/2015;10:00;105;67;113;49;537;21,1;33,3
29/04/2015;12:00;25;61;78;35;519;21,8;30,4
29/04/2015;15:00;28;65;81;41;539;22,1;29,7
29/04/2015;16:00;19;63;74;33;556;22,2;29,3
29/04/2015;18:00;14;64;87;35;675;22,6;26,4
29/04/2015;19:00;28;69;92;40;638;22,7;26,1
30/04/2015;8:00;63;49;168;87;604;21,2;49,7
30/04/2015;11:00;67;59;99;45;508;20,9;48,3
30/04/2015;12:00;49;60;76;36;514;20,9;47,9
30/04/2015;20:00;ND;ND;111;61;589;21,2;51,9
30/04/2015;23:00;ND;ND;60;29;475;21;47,7
30/04/2015;0:00;ND;ND;53;25;446;20,8;47,4
01/05/2015;7:00;ND;ND;47;23;422;20,4;47,6
01/05/2015;11:00;ND;ND;61;32;460;20,3;47,5
01/05/2015;16:00;ND;ND;62;30;463;20,6;48,7
01/05/2015;17:00;ND;ND;90;38;463;20,7;47,9
01/05/2015;20:00;ND;ND;65;34;460;20,6;45,3
01/05/2015;23:00;ND;ND;77;39;436;20,6;46,2
01/05/2015;0:00;ND;ND;89;43;432;20,6;46,7
02/05/2015;11:00;ND;ND;96;49;511;20,7;49
02/05/2015;12:00;ND;ND;97;50;516;20,9;50,4
02/05/2015;14:00;ND;ND;112;59;542;21,1;51,6
02/05/2015;17:00;ND;ND;101;46;569;21,3;56,3
03/05/2015;3:00;ND;ND;11;9;400;20,9;58,2
03/05/2015;7:00;ND;ND;43;20;402;20,7;59,5
03/05/2015;9:00;ND;ND;66;35;420;20,8;62,1
03/05/2015;10:00;ND;ND;80;35;431;20,9;63,6
04-mars-14;14:00;103;79;147;61;578;18,5;36
05-mars-14;3:00;20;63;16;18;436;18,6;36,5
05-mars-14;14:00;92;82;100;43;583;19,2;33,1
05-mars-14;20:00;136;99;155;66;538;19,4;32,1
06-mars-14;0:00;148;86;100;50;481;19;34,3
06-mars-14;10:00;165;80;265;102;579;18,9;34,9
06-mars-14;17:00;89;95;159;60;721;20,1;29,7
07-mars-14;1:00;ND;ND;ND;ND;ND;ND;33,7
07-mars-14;6:00;ND;ND;117;48;571;18,4;36,4
07-mars-14;14:00;ND;ND;182;62;615;20;30,4
07-mars-14;20:00;ND;ND;155;70;538;20;35,2
07-mars-14;23:00;ND;ND;127;49;498;19,7;39,7
08-mars-14;0:00;ND;ND;151;59;467;19,7;39,3
08-mars-14;6:00;ND;ND;101;40;484;18,9;36,6
08-mars-14;7:00;ND;ND;106;43;497;18,8;36,1
08-mars-14;8:00;ND;ND;117;46;519;19,1;35,4
08-mars-14;9:00;ND;ND;95;35;520;19,1;35,1
08-mars-14;11:00;ND;ND;148;62;561;19,9;35,5
08-mars-14;12:00;ND;ND;191;70;557;20,1;35,4
08-mars-14;13:00;ND;ND;129;55;577;20,4;34,8
08-mars-14;18:00;ND;ND;142;60;656;21;34,2
08-mars-14;21:00;ND;ND;146;63;533;20,6;33,4
08-mars-14;23:00;ND;ND;136;56;515;20,4;33,8
09-mars-14;1:00;ND;ND;50;25;451;20,4;33,1
09-mars-14;3:00;ND;ND;20;15;439;20,2;32,3
09-mars-14;6:00;ND;ND;85;39;450;19,5;33,1
09-mars-14;11:00;ND;ND;115;50;509;20,1;32,7
09-mars-14;13:00;ND;ND;101;36;495;20,6;31
09-mars-14;17:00;ND;ND;143;57;540;21,2;30,5
09-mars-14;19:00;ND;ND;147;60;532;21;32,1
10-mars-14;2:00;ND;ND;46;39;532;20;36,2
10-mars-14;6:00;ND;ND;273;103;633;19,8;38,7
10-mars-14;10:00;ND;ND;212;95;577;20,5;38,3
10-mars-14;15:00;ND;ND;148;59;598;21,8;32,3
10-mars-14;18:00;ND;ND;149;65;659;21,9;38,2
11-mars-14;5:00;ND;ND;124;64;456;19,9;43,8
11-mars-14;9:00;ND;ND;216;91;573;20,3;43,1
11-mars-14;10:00;ND;ND;118;52;514;19,8;42,5
11-mars-14;11:00;ND;ND;142;63;533;20,1;42,1
11-mars-14;13:00;ND;ND;104;51;536;20,4;41,4
11-mars-14;18:00;ND;ND;170;69;700;21,5;43
12-mars-14;1:00;ND;ND;86;46;434;19,5;41,2
12-mars-14;2:00;ND;ND;68;40;435;19,4;40,9
12-mars-14;6:00;ND;ND;141;62;544;18,9;41,1
12-mars-14;7:00;ND;ND;125;58;626;19,2;40,2
12-mars-14;12:00;ND;ND;95;40;546;20,3;33
12-mars-14;15:00;ND;ND;108;48;581;21,1;31,9
12-mars-14;17:00;ND;ND;131;58;682;21,6;31,8
12-mars-14;23:00;ND;ND;140;81;507;20,3;33,4
13-mars-14;11:00;ND;ND;186;82;580;21;37,9
13-mars-14;13:00;ND;ND;174;69;555;21,4;32,5
13-mars-14;23:00;ND;ND;172;75;488;21,5;38,1
14-mars-14;1:00;ND;ND;121;71;445;20,6;41,3
14-mars-14;10:00;ND;ND;158;77;588;20,9;40
14-mars-14;19:00;ND;ND;167;99;583;22;40,3
14-mars-14;23:00;ND;ND;145;81;476;21,1;41,7
15-mars-14;1:00;ND;ND;95;66;415;20,1;41,2
15-mars-14;6:00;ND;ND;85;46;436;20;39,6
15-mars-14;15:00;ND;ND;89;25;620;21,4;36,2
15-mars-14;19:00;ND;ND;71;24;547;21,1;35
15-mars-14;20:00;ND;ND;107;38;499;21,1;34,2
15-mars-14;21:00;ND;ND;94;33;467;20,9;34,1
16-mars-14;0:00;ND;ND;166;60;435;21,1;38,9
16-mars-14;11:00;ND;ND;95;38;463;20,6;41,5
16-mars-14;15:00;ND;ND;108;35;473;21,3;39,6
16-mars-14;18:00;ND;ND;181;69;517;21,6;41
17-mars-14;3:00;ND;ND;7;7;395;20,3;41,4
17-mars-14;5:00;ND;ND;81;36;434;19,8;42,3
17-mars-14;14:00;113;67;184;73;581;20,8;43,7
18-mars-14;6:00;93;59;133;49;544;19,6;45,7
18-mars-14;15:00;76;69;146;60;581;20,6;39,5
18-mars-14;17:00;70;74;191;65;687;20,8;39,4
18-mars-14;19:00;49;76;202;80;557;20,5;39,6
19-mars-14;5:00;14;56;82;39;465;19,6;43,2
19-mars-14;11:00;65;73;126;44;531;20,3;40,8
19-mars-14;12:00;59;76;106;37;543;20,4;39,6
19-mars-14;14:00;64;77;135;53;558;21;39,6
19-mars-14;19:00;132;89;193;73;600;21,4;41,1
19-mars-14;22:00;66;76;110;50;506;21;40,7
20-mars-14;2:00;74;68;15;8;437;21,2;39,6
20-mars-14;7:00;180;83;124;48;681;20;41,7
20-mars-14;21:00;12;75;116;51;488;21,8;39,1
21-mars-14;6:00;24;72;137;52;516;20,7;41,9
21-mars-14;8:00;45;72;150;63;659;21,2;47,1
21-mars-14;18:00;37;81;89;27;635;21,3;29,5
21-mars-14;22:00;17;70;70;13;510;21;29
22-mars-14;3:00;38;45;<5;<5;423;20,9;34,5
22-mars-14;8:00;17;58;60;19;494;20,2;40,7
22-mars-14;13:00;29;74;64;7;554;20,6;30,1
22-mars-14;21:00;12;63;85;26;489;20,2;28,9
22-mars-14;22:00;10;63;67;19;493;20,1;29,2
22-mars-14;23:00;11;62;91;26;485;20,1;29,9
23-mars-14;9:00;10;55;65;24;464;19,2;32,5
23-mars-14;17:00;46;76;80;27;513;19,5;34,1
23-mars-14;18:00;38;78;82;31;513;19,4;33,7
24-mars-14;0:00;4;43;64;30;427;19,3;33,4
24-mars-14;4:00;4;45;15;7;437;17,7;34,4
24-mars-14;9:00;172;95;35;12;543;18,5;33,7
24-mars-14;21:00;44;79;210;74;488;19,7;26,5
25-mars-14;4:00;<2;29;22;16;427;18,1;33,5
03-oct-14;9:00;180;52;369;169;558;27;50
03-oct-14;16:00;60;51;559;256;917;29;44
03-oct-14;18:00;77;72;336;149;658;28;42
04-oct-14;7:00;131;52;269;109;565;26;46
04-oct-14;10:00;72;61;298;134;599;27;45
05-oct-14;4:00;<2;20;75;31;404;25;39
05-oct-14;6:00;<2;23;211;80;418;25;39
05-oct-14;10:00;13;37;156;55;451;25;35
05-oct-14;19:00;17;48;204;85;440;25;36
05-oct-14;20:00;17;47;148;66;436;25;37
06-oct-14;6:00;97;35;316;129;728;24;41
06-oct-14;7:00;98;31;378;166;770;24;44
06-oct-14;10:00;76;42;163;67;539;25;41
06-oct-14;11:00;51;45;151;62;548;25;40
07-oct-14;0:00;<2;16;18;8;369;24;51
07-oct-14;2:00;3;16;<5;<5;368;24;51
07-oct-14;4:00;<2;25;86;40;420;24;50
08-oct-14;0:00;5;26;28;9;363;24;46
08-oct-14;2:00;13;18;9;6;364;23;47
08-oct-14;10:00;87;53;159;66;517;24;54
08-oct-14;11:00;62;38;187;85;538;25;55
08-oct-14;15:00;29;38;291;142;670;26;54
08-oct-14;16:00;44;38;273;136;740;26;55
08-oct-14;17:00;68;36;477;232;716;26;59
09-oct-14;0:00;<2;16;11;<5;341;24;52
09-oct-14;4:00;4;25;178;68;395;24;53
09-oct-14;17:00;46;44;371;160;675;26;44
09-oct-14;23:00;3;27;250;85;343;25;51
10-oct-14;1:00;<2;17;<5;<5;337;24;48
10-oct-14;7:00;107;40;290;120;675;25;49
10-oct-14;9:00;90;40;230;99;481;25;47
10-oct-14;12:00;47;51;ND;99;571;25;45
10-oct-14;22:00;68;55;139;60;473;25;47
11-oct-14;5:00;30;28;113;42;469;24;54
11-oct-14;7:00;77;34;88;40;520;24;54
11-oct-14;18:00;78;61;158;65;588;25;44
12-oct-14;3:00;8;42;26;12;409;23;44
12-oct-14;5:00;16;42;53;22;433;24;43
12-oct-14;9:00;31;42;80;31;465;24;45
13-oct-14;7:00;26;35;415;166;757;25;51
13-oct-14;12:00;19;46;211;89;528;25;43
13-oct-14;20:00;19;55;170;73;456;24;40
13-oct-14;23:00;<2;34;100;46;393;24;39
14-oct-14;1:00;<2;23;<5;<5;391;23;40
14-oct-14;4:00;17;43;104;43;450;23;39
14-oct-14;9:00;69;66;140;63;517;24;38
14-oct-14;13:00;36;51;231;92;566;25;39
14-oct-14;19:00;78;71;264;120;507;25;37
14-oct-14;20:00;74;70;262;111;476;25;38
14-oct-14;21:00;76;73;112;45;476;24;36
15-oct-14;0:00;42;67;231;96;415;24;39
15-oct-14;2:00;104;46;58;30;429;24;45
15-oct-14;15:00;80;41;215;98;738;25;54
15-oct-14;19:00;46;46;127;56;488;25;52
15-oct-14;20:00;33;46;117;48;462;25;51
16-oct-14;15:00;37;39;266;119;693;25;53
16-oct-14;23:00;57;42;276;108;370;24;56
17-oct-14;0:00;3;29;82;37;358;24;58
17-oct-14;9:00;ND;ND;ND;ND;ND;25;54
17-oct-14;10:00;45;46;100;47;562;25;53
17-oct-14;13:00;37;52;129;54;595;25;51
17-oct-14;15:00;50;49;183;78;771;26;51
17-oct-14;19:00;62;49;212;105;542;25;52
18-oct-14;1:00;11;35;14;7;414;24;51
18-oct-14;5:00;34;32;64;28;463;24;52
18-oct-14;10:00;50;37;169;75;563;25;53
18-oct-14;11:00;39;38;218;95;574;25;54
18-oct-14;18:00;140;68;135;65;619;26;55
18-oct-14;19:00;102;64;158;67;537;26;55
18-oct-14;22:00;44;49;122;55;491;25;56
19-oct-14;2:00;32;39;15;12;436;25;55
20-oct-14;2:00;3;26;33;13;405;24;56
20-oct-14;3:00;4;27;136;37;406;24;54
20-oct-14;4:00;14;37;150;52;447;25;53
20-oct-14;5:00;47;41;167;67;532;25;54
20-oct-14;14:00;61;45;178;74;622;25;48
20-oct-14;23:00;13;29;71;31;401;24;46
21-oct-14;0:00;3;23;14;6;397;24;46
21-oct-14;1:00;<2;19;6;<5;398;23;46
21-oct-14;5:00;26;37;158;57;509;24;47
21-oct-14;12:00;26;42;163;78;539;24;49
22-oct-14;4:00;78;48;117;62;433;23;32
22-oct-14;10:00;87;55;133;62;534;23;35
22-oct-14;11:00;76;54;177;77;533;23;35
23-oct-14;17:00;54;50;ND;152;794;24;38
23-oct-14;18:00;51;56;ND;85;610;24;38
24-oct-14;1:00;12;35;ND;10;403;23;40
24-oct-14;9:00;60;52;232;87;529;23;41
24-oct-14;10:00;61;52;204;75;551;23;41
24-oct-14;16:00;66;51;283;123;781;24;47
25-oct-14;5:00;29;47;154;73;439;23;46
25-oct-14;8:00;61;46;158;70;499;23;48
25-oct-14;16:00;91;57;173;65;616;24;49
25-oct-14;22:00;76;49;125;61;469;24;51
26-oct-14;2:00;263;65;27;23;455;22;53
26-oct-14;5:00;143;38;118;68;505;23;52
26-oct-14;10:00;38;36;201;89;467;23;53
26-oct-14;15:00;16;50;107;41;456;24;47
26-oct-14;16:00;27;56;127;47;461;24;47
26-oct-14;17:00;53;59;137;54;482;24;47
12-févr-13;3:00;68;40;16;13;465;18;43
12-févr-13;10:00;163;44;418;176;622;19;45
12-févr-13;12:00;136;39;467;203;634;19;45
12-févr-13;18:00;105;47;425;167;855;19;44
12-févr-13;22:00;29;42;204;92;525;18;41
12-févr-13;23:00;26;40;240;88;496;18;41
13-févr-13;3:00;23;33;42;35;454;18;41
13-févr-13;14:00;116;56;375;196;618;18;40
13-févr-13;15:00;117;50;350;167;660;18;41
13-févr-13;18:00;94;42;852;323;860;19;42
13-févr-13;22:00;22;40;260;101;518;17;40
14-févr-13;0:00;281;43;219;87;476;17;41
14-févr-13;6:00;66;40;402;164;579;17;43
14-févr-13;19:00;237;59;420;171;757;19;50
15-févr-13;8:00;148;44;536;199;847;19;50
16-févr-13;0:00;958;143;263;136;545;18;46
16-févr-13;4:00;82;64;32;31;507;18;44
16-févr-13;10:00;191;74;246;96;644;18;45
16-févr-13;13:00;75;61;253;97;593;19;44
16-févr-13;18:00;114;57;475;176;648;19;46
17-févr-13;3:00;31;43;16;15;454;17;46
17-févr-13;4:00;23;42;18;16;458;18;45
17-févr-13;16:00;45;44;407;149;542;18;45
17-févr-13;19:00;70;50;259;104;531;18;44
18-févr-13;1:00;12;33;56;ND;448;17;43
18-févr-13;3:00;6;32;<5;ND;446;17;42
18-févr-13;17:00;150;58;595;ND;898;20;45
19-févr-13;0:00;107;55;204;ND;492;17;44
19-févr-13;2:00;59;39;29;ND;484;18;44
19-févr-13;3:00;78;40;16;ND;498;17;44
19-févr-13;4:00;77;45;25;ND;500;17;43
19-févr-13;18:00;170;88;243;ND;743;19;43
19-févr-13;19:00;142;80;223;ND;651;19;42
20-févr-13;3:00;34;49;21;ND;457;18;42
20-févr-13;4:00;46;50;30;ND;470;17;42
20-févr-13;8:00;180;47;473;ND;904;18;46
20-févr-13;9:00;175;55;263;ND;630;18;44
20-févr-13;10:00;155;55;194;ND;563;18;43
20-févr-13;12:00;122;55;189;ND;593;18;42
20-févr-13;16:00;145;72;145;ND;684;18;41
21-févr-13;3:00;1351;385;412;ND;562;18;39
21-févr-13;8:00;131;63;135;ND;724;17;40
21-févr-13;10:00;102;62;138;ND;531;17;39
21-févr-13;12:00;91;67;104;ND;563;17;37
21-févr-13;15:00;98;71;162;ND;620;17;38
21-févr-13;16:00;102;73;177;ND;715;17;38
21-févr-13;20:00;58;69;148;ND;530;17;37
21-févr-13;21:00;46;60;115;ND;504;17;37
21-févr-13;23:00;31;44;202;ND;469;17;39
22-févr-13;1:00;ND;ND;ND;ND;575;ND;40
22-févr-13;4:00;ND;ND;32;82;468;16;38
22-févr-13;15:00;ND;ND;362;163;721;17;40
22-févr-13;16:00;ND;ND;474;212;840;18;40
23-févr-13;3:00;ND;ND;21;35;457;17;38
23-févr-13;6:00;ND;ND;234;99;500;16;38
23-févr-13;10:00;ND;ND;251;114;559;16;39
23-févr-13;11:00;ND;ND;222;102;581;16;38
23-févr-13;14:00;ND;ND;236;101;636;16;39
23-févr-13;15:00;ND;ND;223;101;626;16;38
23-févr-13;18:00;ND;ND;122;59;628;16;39
23-févr-13;21:00;ND;ND;101;52;522;15;38
24-févr-13;4:00;ND;ND;46;23;458;14;38
24-févr-13;11:00;ND;ND;94;36;514;15;40
24-févr-13;22:00;ND;ND;100;35;498;15;42
25-févr-13;1:00;ND;ND;45;22;454;15;42
25-févr-13;4:00;ND;ND;50;22;461;14;42
25-févr-13;9:00;ND;ND;228;106;616;15;44
25-févr-13;10:00;ND;ND;201;92;570;15;42
25-févr-13;13:00;ND;ND;127;50;579;15;43
25-févr-13;19:00;ND;ND;190;72;642;16;45
25-févr-13;21:00;ND;ND;128;47;514;15;44
25-févr-13;23:00;ND;ND;96;38;483;15;44
26-févr-13;2:00;ND;ND;23;16;460;16;43
26-févr-13;13:00;ND;ND;197;89;599;16;42
26-févr-13;15:00;ND;ND;195;77;644;16;43
26-févr-13;16:00;ND;ND;217;72;728;16;43
26-févr-13;18:00;ND;ND;211;65;793;17;43
27-févr-13;3:00;ND;ND;35;31;450;15;44
27-févr-13;4:00;ND;ND;63;39;456;15;45
27-févr-13;5:00;ND;ND;110;49;492;15;45
27-févr-13;7:00;ND;ND;202;73;716;16;46
27-févr-13;13:00;ND;ND;187;67;600;16;45
27-févr-13;14:00;ND;ND;201;73;612;16;45
27-févr-13;23:00;ND;ND;79;32;500;16;43
28-févr-13;2:00;ND;ND;20;11;443;15;44
28-févr-13;12:00;ND;ND;126;46;577;16;43
28-févr-13;14:00;ND;ND;157;48;605;16;43
28-févr-13;17:00;ND;ND;265;78;815;17;44
28-févr-13;21:00;ND;ND;169;59;543;17;43
28-févr-13;22:00;ND;ND;259;91;531;17;43
28-févr-13;23:00;ND;ND;342;113;488;17;44
01-mars-13;4:00;ND;ND;26;15;448;16;44
01-mars-13;11:00;153;51;286;107;628;17;44
01-mars-13;15:00;124;50;373;151;718;18;44
01-mars-13;16:00;125;59;543;201;818;18;44
01-mars-13;21:00;58;59;211;68;525;17;44
01-mars-13;22:00;49;52;294;86;540;17;44
02-mars-13;8:00;72;57;259;90;521;16;42
02-mars-13;9:00;77;61;294;100;537;17;41
02-mars-13;16:00;98;63;205;71;652;17;42
04-mars-14;21:00;92;80;125;55;528;18,9;34,8
05-mars-14;0:00;96;68;116;63;467;18,8;39
05-mars-14;1:00;64;72;69;41;451;18,6;38,7
05-mars-14;5:00;71;72;119;54;493;17,6;39,9
05-mars-14;9:00;167;80;224;102;596;18,5;42,5
05-mars-14;13:00;77;87;76;31;560;18,8;33,4
05-mars-14;15:00;85;78;166;73;613;19,4;33,7
05-mars-14;19:00;123;94;176;72;621;19,4;33,4
05-mars-14;23:00;185;109;93;43;515;18,8;33,2
06-mars-14;4:00;96;78;28;19;486;18;35,1
06-mars-14;6:00;377;112;172;75;643;18,1;38,3
06-mars-14;13:00;74;80;137;57;575;19,5;30,2
06-mars-14;16:00;94;95;151;59;674;19,9;28,7
06-mars-14;22:00;73;88;96;49;532;19,4;32,2
07-mars-14;2:00;ND;ND;21;ND;447;19,5;35,2
07-mars-14;3:00;ND;ND;<5;ND;452;19,5;34,8
07-mars-14;4:00;ND;ND;<5;ND;465;18,6;34,7
07-mars-14;8:00;ND;ND;200;70;733;18,8;37,4
07-mars-14;9:00;ND;ND;203;86;645;19,2;38,1
07-mars-14;10:00;ND;ND;111;48;584;19,4;35,3
07-mars-14;12:00;ND;ND;174;61;590;19,6;33,1
07-mars-14;17:00;ND;ND;117;44;743;20,3;30,6
07-mars-14;18:00;ND;ND;167;69;746;20,7;32,2
08-mars-14;1:00;ND;ND;53;26;450;19,2;38,9
08-mars-14;5:00;ND;ND;101;40;470;18,9;37,6
08-mars-14;10:00;ND;ND;107;43;526;19,4;35,1
08-mars-14;15:00;ND;ND;122;43;621;20,9;32,4
08-mars-14;16:00;ND;ND;135;55;647;21,1;33,2
08-mars-14;17:00;ND;ND;127;55;658;21,1;33,7
09-mars-14;4:00;ND;ND;21;14;448;19,6;31,8
09-mars-14;5:00;ND;ND;63;33;449;19,5;32,7
09-mars-14;10:00;ND;ND;124;50;505;19,9;33,6
09-mars-14;14:00;ND;ND;129;49;508;20,9;30,5
09-mars-14;16:00;ND;ND;123;44;520;21,1;28,9
09-mars-14;20:00;ND;ND;143;60;526;20,8;33
09-mars-14;22:00;ND;ND;128;58;555;20,6;34,8
10-mars-14;8:00;ND;ND;173;75;826;20,3;40
10-mars-14;9:00;ND;ND;417;188;700;20,8;40,7
10-mars-14;13:00;ND;ND;163;72;576;21,5;34,1
10-mars-14;16:00;ND;ND;220;92;694;22,2;34,2
10-mars-14;17:00;ND;ND;168;72;709;22,2;35,8
10-mars-14;20:00;ND;ND;168;86;500;21,5;41,7
10-mars-14;23:00;ND;ND;121;50;433;20,5;42,2
11-mars-14;0:00;ND;ND;160;68;418;20,5;42,2
11-mars-14;3:00;ND;ND;24;22;414;20,3;40,9
11-mars-14;6:00;ND;ND;179;91;528;19,7;45,3
11-mars-14;14:00;ND;ND;96;48;550;20,6;41,2
11-mars-14;15:00;ND;ND;125;60;590;21,1;41,7
11-mars-14;19:00;ND;ND;115;52;563;20,8;42,8
11-mars-14;21:00;ND;ND;73;43;477;20,2;41,5
11-mars-14;22:00;ND;ND;100;50;477;20,1;41,3
12-mars-14;3:00;ND;ND;47;38;441;19,2;40,1
12-mars-14;10:00;ND;ND;108;43;534;19,7;35,7
12-mars-14;13:00;ND;ND;105;43;551;20,6;33
12-mars-14;14:00;ND;ND;94;35;551;20,8;31,1
12-mars-14;20:00;ND;ND;119;50;511;20,7;30,9
12-mars-14;21:00;ND;ND;95;47;505;20,6;31,2
12-mars-14;22:00;ND;ND;124;65;538;20,5;32,6
13-mars-14;0:00;ND;ND;145;111;466;20,2;32,9
13-mars-14;3:00;ND;ND;50;43;482;20,5;34,2
13-mars-14;8:00;ND;ND;200;89;795;20,2;41,8
13-mars-14;19:00;ND;ND;291;118;642;22,2;32,5
14-mars-14;4:00;ND;ND;64;47;450;20,1;42,8
14-mars-14;8:00;ND;ND;151;71;684;20,5;42,8
14-mars-14;16:00;ND;ND;157;61;711;22,7;31,9
14-mars-14;18:00;ND;ND;162;73;674;22,7;34,1
15-mars-14;8:00;ND;ND;85;36;472;20,2;41,2
16-mars-14;8:00;ND;ND;62;24;431;19,7;41,9
16-mars-14;10:00;ND;ND;83;33;454;20,3;42,3
16-mars-14;12:00;ND;ND;93;35;462;21;40,9
16-mars-14;16:00;ND;ND;121;45;488;21,5;39,6
16-mars-14;20:00;ND;ND;44;17;441;20,9;37,4
17-mars-14;2:00;ND;ND;11;7;395;20,8;41,1
17-mars-14;15:00;120;74;139;58;605;20,7;44
17-mars-14;22:00;67;65;64;36;491;20,6;41,4
18-mars-14;0:00;49;56;53;24;452;20,8;40,7
18-mars-14;5:00;32;46;148;57;464;19,7;45,2
18-mars-14;10:00;106;62;85;36;531;20;43,2
18-mars-14;13:00;64;67;152;57;539;20,4;40,4
18-mars-14;14:00;87;77;83;34;545;20,3;39,5
18-mars-14;16:00;78;69;259;101;710;21,1;39,9
18-mars-14;20:00;29;69;201;82;504;20,7;39,8
19-mars-14;4:00;11;44;22;17;428;19,6;42,1
19-mars-14;8:00;80;68;205;93;713;20,2;44,2
19-mars-14;10:00;73;75;92;30;523;20;40,9
19-mars-14;13:00;55;75;164;66;554;20,8;40
19-mars-14;18:00;125;76;380;149;832;22,7;41,2
19-mars-14;21:00;92;87;124;56;508;21,1;39,9
20-mars-14;6:00;145;79;66;27;556;19,7;40,9
20-mars-14;16:00;38;84;220;77;701;22,8;35,7
20-mars-14;20:00;58;81;227;94;546;22,5;38,9
20-mars-14;22:00;11;66;132;44;499;21,9;40
21-mars-14;7:00;30;72;165;61;636;20,9;44,2
21-mars-14;9:00;67;84;161;68;568;21,1;44,2
21-mars-14;19:00;40;83;122;41;581;21,4;29,3
21-mars-14;20:00;30;74;172;62;520;21,4;29,8
22-mars-14;2:00;32;53;34;26;425;21,3;33
22-mars-14;6:00;7;50;85;24;455;20,2;38,6
22-mars-14;10:00;29;70;102;27;522;20,4;40,4
22-mars-14;14:00;22;72;74;14;564;20,8;27,5
03/05/2015;12:00;ND;ND;89;44;434;21,2;64,8
03/05/2015;18:00;ND;ND;93;36;466;22,2;53,5
